experiment,scenario,family,algorithm,parameter_name,parameter_value,seed,horizon,final_regret,final_reward,final_optimal_arm_rate
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52041,10000,298.52,1186.0,0.4715
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52042,10000,382.56999999999994,1102.0,0.4868
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52042,10000,475.34999999999997,1017.0,0.2208
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52042,10000,440.5899999999999,1055.0,0.2504
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52042,10000,422.51,1076.0,0.2626
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52042,10000,134.57,1350.0,0.7636
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52042,10000,253.72999999999996,1246.0,0.5244
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52043,10000,216.40999999999997,1336.0,0.7455
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52043,10000,467.52,1081.0,0.2314
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52043,10000,438.19999999999993,1109.0,0.2518
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52043,10000,384.7099999999999,1177.0,0.3415
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52043,10000,153.57999999999998,1403.0,0.7353
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52043,10000,245.88999999999996,1282.0,0.5763
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52044,10000,265.60999999999996,1283.0,0.5614
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52044,10000,466.61999999999995,1056.0,0.2286
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52044,10000,439.05999999999995,1082.0,0.2494
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52044,10000,390.77,1148.0,0.313
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52044,10000,196.95999999999998,1328.0,0.6587
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52044,10000,271.66999999999996,1260.0,0.4979
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52045,10000,464.5299999999999,1050.0,0.4017
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52045,10000,465.53,1041.0,0.2292
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52045,10000,443.5799999999999,1043.0,0.2531
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52045,10000,403.84,1079.0,0.2903
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52045,10000,140.57,1357.0,0.7397
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52045,10000,292.90999999999997,1200.0,0.4501
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52046,10000,402.68999999999994,1157.0,0.5289
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52046,10000,471.43999999999994,1053.0,0.2355
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52046,10000,437.26,1101.0,0.2603
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52046,10000,409.15999999999997,1117.0,0.2882
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52046,10000,202.33999999999997,1336.0,0.6764
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52046,10000,261.09999999999997,1256.0,0.4798
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52047,10000,200.90999999999997,1301.0,0.7636
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52047,10000,464.9799999999999,1045.0,0.2343
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52047,10000,434.01,1091.0,0.2614
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52047,10000,399.75,1130.0,0.2917
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52047,10000,192.82,1315.0,0.6842
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52047,10000,268.74999999999994,1234.0,0.5026
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52048,10000,256.19,1278.0,0.3905
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52048,10000,471.90999999999997,1045.0,0.2173
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52048,10000,434.41999999999996,1131.0,0.2519
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52048,10000,398.65999999999997,1133.0,0.3194
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52048,10000,277.49,1263.0,0.3593
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52048,10000,337.24,1200.0,0.3568
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52049,10000,337.21,1189.0,0.5243
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52049,10000,470.66999999999996,1011.0,0.2253
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52049,10000,435.55999999999995,1076.0,0.261
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52049,10000,395.34,1095.0,0.3157
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52049,10000,186.95999999999998,1345.0,0.6566
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52049,10000,297.97999999999996,1206.0,0.4211
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52050,10000,287.66999999999996,1215.0,0.5948
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52050,10000,464.62,1036.0,0.2341
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52050,10000,438.51,1040.0,0.2636
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52050,10000,399.5799999999999,1113.0,0.2975
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52050,10000,175.58999999999997,1327.0,0.646
